Airline,Source,Destination,Total_Stops,Price
Jet Airways,Kolkata,Banglore,1,9899
Jet Airways,Delhi,Cochin,2,13029
Vistara,Kolkata,Banglore,1,9187
IndiGo,Banglore,Delhi,0,4823
Air India,Delhi,Cochin,2,8665
IndiGo,Delhi,Cochin,1,14871
IndiGo,Mumbai,Hyderabad,0,4049
Air India,Chennai,Kolkata,0,4667
IndiGo,Kolkata,Banglore,1,4226
Air India,Banglore,New Delhi,0,7591
Jet Airways,Banglore,New Delhi,1,19225
Jet Airways,Delhi,Cochin,1,12898
IndiGo,Mumbai,Hyderabad,0,2754
SpiceJet,Mumbai,Hyderabad,0,1965
Air India,Kolkata,Banglore,2,12835
Jet Airways Business,Banglore,New Delhi,1,52229
Multiple carriers,Delhi,Cochin,1,14533
Vistara,Banglore,Delhi,0,4668
Jet Airways,Delhi,Cochin,1,11822
Jet Airways,Delhi,Cochin,1,6017
Jet Airways,Delhi,Cochin,1,14714
SpiceJet,Chennai,Kolkata,0,3597
Air Asia,Banglore,Delhi,0,3383
Air India,Kolkata,Banglore,2,11642
Vistara,Banglore,Delhi,0,5403
Air India,Delhi,Cochin,2,14221
Jet Airways,Kolkata,Banglore,1,8586
IndiGo,Mumbai,Hyderabad,0,4049
Jet Airways,Delhi,Cochin,1,10262
Multiple carriers,Delhi,Cochin,1,7888
Air India,Delhi,Cochin,2,8236
Air India,Delhi,Cochin,2,12961
Jet Airways,Kolkata,Banglore,1,8586
IndiGo,Kolkata,Banglore,1,5279
GoAir,Banglore,Delhi,0,3419
Jet Airways,Delhi,Cochin,2,13292
Jet Airways,Kolkata,Banglore,1,13067
IndiGo,Chennai,Kolkata,0,3597
Jet Airways,Delhi,Cochin,1,15554
IndiGo,Delhi,Cochin,1,6027
Jet Airways,Kolkata,Banglore,1,14781
Jet Airways,Delhi,Cochin,2,13376
IndiGo,Banglore,Delhi,0,3943
GoAir,Delhi,Cochin,1,5842
IndiGo,Chennai,Kolkata,0,4326
Multiple carriers,Delhi,Cochin,1,8937
Air India,Chennai,Kolkata,0,3670
IndiGo,Banglore,Delhi,0,4823
Jet Airways,Mumbai,Hyderabad,0,2071
Multiple carriers,Delhi,Cochin,1,6093
Vistara,Kolkata,Banglore,1,11682
IndiGo,Banglore,New Delhi,1,7774
Jet Airways,Kolkata,Banglore,1,13067
IndiGo,Delhi,Cochin,1,7514
Multiple carriers,Delhi,Cochin,1,6838
IndiGo,Chennai,Kolkata,0,3858
Multiple carriers,Delhi,Cochin,1,6795
Jet Airways,Delhi,Cochin,2,16263
Air India,Kolkata,Banglore,1,8576
Air India,Banglore,Delhi,0,5228
Jet Airways,Delhi,Cochin,2,16704
IndiGo,Kolkata,Banglore,0,8872
GoAir,Banglore,Delhi,0,3898
SpiceJet,Chennai,Kolkata,0,3332
Jet Airways,Kolkata,Banglore,1,5608
Jet Airways,Kolkata,Banglore,1,13941
Multiple carriers,Delhi,Cochin,1,9100
Vistara,Banglore,Delhi,0,4878
IndiGo,Delhi,Cochin,1,6416
SpiceJet,Mumbai,Hyderabad,0,2017
Jet Airways,Delhi,Cochin,2,10976
Jet Airways,Kolkata,Banglore,1,10031
IndiGo,Kolkata,Banglore,0,4462
IndiGo,Delhi,Cochin,1,5073
IndiGo,Chennai,Kolkata,0,4326
Multiple carriers Premium economy,Delhi,Cochin,1,10161
IndiGo,Mumbai,Hyderabad,0,3175
Vistara,Kolkata,Banglore,1,12312
Jet Airways,Delhi,Cochin,2,12604
Multiple carriers,Delhi,Cochin,1,10877
IndiGo,Kolkata,Banglore,1,4226
Jet Airways,Delhi,Cochin,1,5406
IndiGo,Delhi,Cochin,1,8618
IndiGo,Kolkata,Banglore,0,4174
GoAir,Delhi,Cochin,1,10651
Jet Airways,Delhi,Cochin,1,5963
Jet Airways,Delhi,Cochin,2,10368
IndiGo,Mumbai,Hyderabad,1,7681
Multiple carriers,Delhi,Cochin,1,7485
Jet Airways,Banglore,Delhi,0,4544
SpiceJet,Kolkata,Banglore,1,4649
Vistara,Chennai,Kolkata,0,11982
Jet Airways,Mumbai,Hyderabad,0,4995
IndiGo,Kolkata,Banglore,1,5069
SpiceJet,Kolkata,Banglore,0,3873
SpiceJet,Kolkata,Banglore,0,3873
Air India,Delhi,Cochin,1,8907
Jet Airways,Kolkata,Banglore,1,10844
Jet Airways,Kolkata,Banglore,1,10844
Jet Airways,Kolkata,Banglore,1,9663
Jet Airways,Delhi,Cochin,2,13292
Jet Airways,Delhi,Cochin,2,14441
Jet Airways,Mumbai,Hyderabad,0,4050
IndiGo,Banglore,New Delhi,0,6144
IndiGo,Delhi,Cochin,1,14871
Air Asia,Banglore,Delhi,0,4483
IndiGo,Delhi,Cochin,1,6979
Jet Airways,Mumbai,Hyderabad,0,8040
IndiGo,Delhi,Cochin,1,7048
SpiceJet,Banglore,Delhi,0,3573
IndiGo,Delhi,Cochin,1,5054
Air India,Delhi,Cochin,1,8582
Air Asia,Delhi,Cochin,1,8759
IndiGo,Delhi,Cochin,1,6442
Air India,Delhi,Cochin,1,8879
Jet Airways,Kolkata,Banglore,1,10031
Jet Airways,Delhi,Cochin,2,10368
IndiGo,Banglore,Delhi,0,3943
IndiGo,Delhi,Cochin,1,14871
Jet Airways,Mumbai,Hyderabad,0,4995
Multiple carriers,Delhi,Cochin,1,10791
SpiceJet,Mumbai,Hyderabad,0,2753
IndiGo,Banglore,Delhi,0,4423
Air Asia,Kolkata,Banglore,0,4409
Air India,Kolkata,Banglore,1,6117
Jet Airways,Delhi,Cochin,2,15129
Vistara,Kolkata,Banglore,1,9345
Vistara,Kolkata,Banglore,1,8085
Jet Airways,Delhi,Cochin,1,15554
SpiceJet,Banglore,Delhi,0,3573
Multiple carriers,Delhi,Cochin,1,17073
Multiple carriers,Delhi,Cochin,1,6795
Vistara,Banglore,New Delhi,0,5403
IndiGo,Chennai,Kolkata,0,3540
Vistara,Delhi,Cochin,0,6216
Jet Airways,Banglore,Delhi,0,3359
Jet Airways,Kolkata,Banglore,1,10844
Air India,Banglore,Delhi,0,6961
Air Asia,Kolkata,Banglore,0,4107
Multiple carriers,Delhi,Cochin,1,13069
Jet Airways,Delhi,Cochin,2,13357
IndiGo,Delhi,Cochin,1,6938
Jet Airways,Delhi,Cochin,2,13292
Air India,Banglore,New Delhi,2,26743
Multiple carriers,Delhi,Cochin,1,13568
Multiple carriers,Delhi,Cochin,1,15353
IndiGo,Chennai,Kolkata,0,3597
Jet Airways,Kolkata,Banglore,1,10031
Air India,Kolkata,Banglore,2,14687
Jet Airways,Banglore,Delhi,0,7229
GoAir,Delhi,Cochin,1,10188
Vistara,Banglore,New Delhi,0,7398
Jet Airways,Delhi,Cochin,2,16704
IndiGo,Banglore,New Delhi,1,8153
Jet Airways,Banglore,Delhi,0,7229
Multiple carriers,Delhi,Cochin,1,6943
Multiple carriers,Delhi,Cochin,1,8937
Air India,Delhi,Cochin,2,9400
Vistara,Kolkata,Banglore,1,13152
IndiGo,Banglore,Delhi,0,3419
Vistara,Kolkata,Banglore,1,7927
Air India,Banglore,New Delhi,2,9796
Vistara,Banglore,New Delhi,0,8028
Multiple carriers,Delhi,Cochin,2,10759
Multiple carriers,Delhi,Cochin,1,10197
Air India,Banglore,Delhi,0,5228
Multiple carriers,Delhi,Cochin,1,9275
IndiGo,Chennai,Kolkata,0,5277
Jet Airways,Delhi,Cochin,2,13848
IndiGo,Delhi,Cochin,1,6412
Jet Airways,Kolkata,Banglore,1,13941
Vistara,Banglore,Delhi,0,4668
IndiGo,Banglore,Delhi,0,3419
IndiGo,Banglore,Delhi,0,3943
Air India,Kolkata,Banglore,1,6528
Jet Airways,Banglore,Delhi,0,7229
Multiple carriers,Delhi,Cochin,1,13542
Jet Airways,Kolkata,Banglore,1,8529
Jet Airways,Banglore,Delhi,0,8016
Jet Airways,Delhi,Cochin,2,13029
Jet Airways,Delhi,Cochin,2,15129
Jet Airways,Delhi,Cochin,2,10368
Air India,Delhi,Cochin,0,8666
Jet Airways,Delhi,Cochin,1,15554
Jet Airways,Banglore,New Delhi,1,26890
Jet Airways,Kolkata,Banglore,1,13067
Jet Airways,Banglore,Delhi,0,4544
Vistara,Kolkata,Banglore,1,8452
Multiple carriers,Delhi,Cochin,1,7268
Multiple carriers,Delhi,Cochin,1,9627
Multiple carriers,Delhi,Cochin,1,9103
Multiple carriers,Delhi,Cochin,1,11142
IndiGo,Kolkata,Banglore,0,4148
Jet Airways,Kolkata,Banglore,1,10844
Multiple carriers,Delhi,Cochin,1,9646
IndiGo,Mumbai,Hyderabad,0,12475
Jet Airways,Delhi,Cochin,1,15554
Jet Airways,Delhi,Cochin,1,10262
Air India,Banglore,Delhi,0,6961
Jet Airways,Delhi,Cochin,1,10262
Jet Airways,Delhi,Cochin,1,10262
IndiGo,Banglore,Delhi,0,3943
Air India,Mumbai,Hyderabad,0,3625
Multiple carriers,Delhi,Cochin,1,13378
Jet Airways,Delhi,Cochin,2,13882
IndiGo,Banglore,Delhi,0,3943
Air India,Kolkata,Banglore,2,14687
Air Asia,Delhi,Cochin,1,6451
Vistara,Banglore,Delhi,0,4878
IndiGo,Delhi,Cochin,1,8542
IndiGo,Kolkata,Banglore,0,4804
IndiGo,Kolkata,Banglore,1,6711
Multiple carriers,Delhi,Cochin,1,16108
IndiGo,Banglore,Delhi,0,3943
Air India,Kolkata,Banglore,2,15422
IndiGo,Banglore,New Delhi,0,5694
Jet Airways,Kolkata,Banglore,1,12681
Jet Airways,Kolkata,Banglore,1,8586
IndiGo,Banglore,New Delhi,0,6144
IndiGo,Delhi,Cochin,0,6015
Multiple carriers,Delhi,Cochin,1,7155
Jet Airways,Kolkata,Banglore,1,12692
Air India,Delhi,Cochin,1,8277
Air India,Delhi,Cochin,2,9347
Air India,Delhi,Cochin,0,4939
Jet Airways,Mumbai,Hyderabad,0,5678
Jet Airways,Kolkata,Banglore,1,10844
Jet Airways,Banglore,New Delhi,1,7280
Multiple carriers,Delhi,Cochin,1,7618
Multiple carriers,Delhi,Cochin,1,15147
Jet Airways,Kolkata,Banglore,1,13941
Jet Airways,Kolkata,Banglore,1,11467
Multiple carriers,Delhi,Cochin,1,6270
Multiple carriers,Delhi,Cochin,1,17057
Jet Airways,Banglore,Delhi,0,8016
SpiceJet,Delhi,Cochin,1,4760
SpiceJet,Kolkata,Banglore,0,3815
SpiceJet,Kolkata,Banglore,0,4174
Jet Airways,Kolkata,Banglore,1,12692
Air India,Kolkata,Banglore,2,15532
Jet Airways,Mumbai,Hyderabad,0,4995
Jet Airways,Delhi,Cochin,1,12898
Multiple carriers,Delhi,Cochin,1,9794
Air India,Banglore,Delhi,0,5228
Jet Airways,Delhi,Cochin,1,10262
Multiple carriers,Delhi,Cochin,1,9646
Jet Airways,Kolkata,Banglore,1,15149
IndiGo,Kolkata,Banglore,1,4205
Multiple carriers,Delhi,Cochin,1,15147
Jet Airways,Banglore,New Delhi,1,13712
Air India,Delhi,Cochin,1,12415
Air Asia,Kolkata,Banglore,2,5192
Air Asia,Kolkata,Banglore,1,5162
IndiGo,Delhi,Cochin,1,9027
Jet Airways,Kolkata,Banglore,1,11134
Jet Airways,Kolkata,Banglore,1,10844
Vistara,Kolkata,Banglore,1,12890
Jet Airways,Kolkata,Banglore,1,14571
Jet Airways,Kolkata,Banglore,1,12121
Jet Airways,Delhi,Cochin,1,12373
Air India,Banglore,New Delhi,1,10972
Jet Airways,Delhi,Cochin,1,10262
Jet Airways,Delhi,Cochin,1,12898
IndiGo,Delhi,Cochin,1,6442
Vistara,Banglore,Delhi,0,5403
IndiGo,Delhi,Cochin,1,5703
Multiple carriers,Delhi,Cochin,1,9871
IndiGo,Kolkata,Banglore,0,4174
Air India,Delhi,Cochin,2,11972
SpiceJet,Kolkata,Banglore,0,4174
IndiGo,Kolkata,Banglore,0,4804
Jet Airways,Kolkata,Banglore,1,12681
Air Asia,Kolkata,Banglore,0,4508
Jet Airways,Delhi,Cochin,1,10262
Multiple carriers,Delhi,Cochin,1,16775
Multiple carriers,Delhi,Cochin,1,7198
Jet Airways,Delhi,Cochin,2,13014
Air India,Kolkata,Banglore,3,10991
Vistara,Chennai,Kolkata,0,3687
Air Asia,Kolkata,Banglore,0,5530
SpiceJet,Kolkata,Banglore,0,3815
Air India,Kolkata,Banglore,0,6535
Jet Airways,Delhi,Cochin,1,17234
Jet Airways,Delhi,Cochin,2,19907
Air India,Delhi,Cochin,1,5022
Multiple carriers,Delhi,Cochin,1,6305
Jet Airways,Delhi,Cochin,2,8728
IndiGo,Banglore,Delhi,0,3943
IndiGo,Mumbai,Hyderabad,0,3175
Jet Airways,Banglore,New Delhi,0,7229
Multiple carriers,Delhi,Cochin,2,8620
Air India,Banglore,New Delhi,1,10657
Jet Airways,Banglore,New Delhi,1,7832
Jet Airways,Delhi,Cochin,2,11150
Jet Airways,Banglore,New Delhi,1,25735
Jet Airways,Delhi,Cochin,2,16263
Multiple carriers,Delhi,Cochin,1,5797
Jet Airways,Delhi,Cochin,2,14237
Jet Airways,Delhi,Cochin,1,10262
Jet Airways,Delhi,Cochin,1,10262
IndiGo,Banglore,Delhi,0,3943
Jet Airways,Delhi,Cochin,1,12898
IndiGo,Banglore,Delhi,0,3419
IndiGo,Banglore,New Delhi,0,8033
Jet Airways,Banglore,New Delhi,1,27992
Jet Airways,Kolkata,Banglore,1,13941
Jet Airways,Kolkata,Banglore,1,14388
Jet Airways,Kolkata,Banglore,1,10844
IndiGo,Delhi,Cochin,1,11600
IndiGo,Chennai,Kolkata,0,5277
Jet Airways,Delhi,Cochin,1,10262
IndiGo,Banglore,New Delhi,0,6144
Jet Airways,Delhi,Cochin,1,12898
Jet Airways,Kolkata,Banglore,1,13941
Jet Airways,Delhi,Cochin,1,12373
SpiceJet,Kolkata,Banglore,0,3841
Air India,Kolkata,Banglore,2,10697
Jet Airways,Banglore,New Delhi,1,26890
SpiceJet,Mumbai,Hyderabad,0,2175
IndiGo,Delhi,Cochin,1,9476
Air India,Mumbai,Hyderabad,0,3100
Jet Airways,Delhi,Cochin,2,10368
SpiceJet,Mumbai,Hyderabad,0,2017
SpiceJet,Kolkata,Banglore,0,3841
Air India,Delhi,Cochin,2,10493
SpiceJet,Banglore,New Delhi,0,5126
IndiGo,Banglore,Delhi,0,3943
Air India,Delhi,Cochin,2,11552
Air India,Delhi,Cochin,1,7934
Air India,Mumbai,Hyderabad,0,6092
IndiGo,Delhi,Cochin,1,10112
Vistara,Chennai,Kolkata,0,6627
Jet Airways,Delhi,Cochin,2,11507
Jet Airways,Banglore,New Delhi,1,26890
Jet Airways,Banglore,New Delhi,1,13817
Jet Airways,Kolkata,Banglore,1,13364
Vistara,Kolkata,Banglore,1,9187
IndiGo,Chennai,Kolkata,0,5277
Air India,Banglore,New Delhi,1,13492
Air Asia,Kolkata,Banglore,1,5162
GoAir,Delhi,Cochin,1,5897
Air India,Kolkata,Banglore,0,5510
Jet Airways,Banglore,New Delhi,1,17261
Multiple carriers,Delhi,Cochin,1,7485
Air India,Chennai,Kolkata,0,4667
Jet Airways,Kolkata,Banglore,1,14151
IndiGo,Delhi,Cochin,1,7048
Jet Airways,Delhi,Cochin,1,12557
Multiple carriers,Delhi,Cochin,2,15965
Air India,Banglore,New Delhi,2,11791
Multiple carriers,Delhi,Cochin,2,8291
IndiGo,Banglore,Delhi,0,4990
Vistara,Kolkata,Banglore,1,9135
Air Asia,Kolkata,Banglore,0,4409
Jet Airways,Kolkata,Banglore,1,10844
Multiple carriers,Delhi,Cochin,1,10407
Multiple carriers,Delhi,Cochin,1,9315
Jet Airways,Kolkata,Banglore,1,9663
IndiGo,Delhi,Cochin,1,9264
SpiceJet,Chennai,Kolkata,0,3597
IndiGo,Delhi,Cochin,1,6442
Multiple carriers,Delhi,Cochin,1,15078
IndiGo,Kolkata,Banglore,1,6218
Jet Airways,Delhi,Cochin,1,10262
Multiple carriers,Delhi,Cochin,1,13677
Jet Airways,Banglore,Delhi,0,8016
Jet Airways,Delhi,Cochin,1,10262
SpiceJet,Kolkata,Banglore,0,3873
SpiceJet,Delhi,Cochin,1,4812
SpiceJet,Mumbai,Hyderabad,0,2017
IndiGo,Kolkata,Banglore,0,4462
Air India,Delhi,Cochin,2,10231
Air India,Banglore,New Delhi,1,6383
Air India,Delhi,Cochin,2,11989
IndiGo,Banglore,New Delhi,0,7303
Jet Airways,Banglore,Delhi,0,7229
Jet Airways,Mumbai,Hyderabad,0,4995
Multiple carriers,Delhi,Cochin,1,7408
Air India,Kolkata,Banglore,2,14960
Air Asia,Banglore,New Delhi,0,4482
IndiGo,Delhi,Cochin,1,6442
Jet Airways,Banglore,Delhi,0,6144
Jet Airways,Delhi,Cochin,2,15129
Air India,Delhi,Cochin,2,10231
IndiGo,Banglore,Delhi,0,4823
IndiGo,Banglore,Delhi,0,4823
Jet Airways,Delhi,Cochin,1,12898
Jet Airways,Mumbai,Hyderabad,0,5678
Air India,Delhi,Cochin,2,14483
Jet Airways,Mumbai,Hyderabad,0,2228
Multiple carriers,Delhi,Cochin,1,8018
Multiple carriers,Delhi,Cochin,1,15136
SpiceJet,Delhi,Cochin,1,5583
Air India,Delhi,Cochin,2,13381
Air India,Banglore,New Delhi,1,7932
Jet Airways,Kolkata,Banglore,1,7757
Jet Airways,Delhi,Cochin,2,13029
SpiceJet,Kolkata,Banglore,0,3841
Air India,Banglore,New Delhi,0,10216
Air India,Mumbai,Hyderabad,0,3100
Air India,Delhi,Cochin,2,8245
Air India,Banglore,New Delhi,1,14594
Jet Airways,Delhi,Cochin,2,14237
Air India,Kolkata,Banglore,2,13164
Jet Airways,Delhi,Cochin,1,14924
Jet Airways,Kolkata,Banglore,1,10844
Jet Airways,Kolkata,Banglore,1,7064
Vistara,Kolkata,Banglore,1,9555
Multiple carriers,Delhi,Cochin,1,7155
Multiple carriers,Delhi,Cochin,1,12192
Air Asia,Delhi,Cochin,1,7353
IndiGo,Delhi,Cochin,1,5054
Multiple carriers,Delhi,Cochin,2,18485
Jet Airways,Kolkata,Banglore,1,10844
Jet Airways,Banglore,Delhi,0,6144
IndiGo,Mumbai,Hyderabad,0,2754
Multiple carriers,Delhi,Cochin,1,12327
SpiceJet,Kolkata,Banglore,0,3841
Jet Airways,Delhi,Cochin,1,12373
Air India,Delhi,Cochin,2,10231
IndiGo,Delhi,Cochin,1,7318
Jet Airways,Banglore,New Delhi,1,16736
IndiGo,Delhi,Cochin,1,6195
SpiceJet,Mumbai,Hyderabad,0,2753
SpiceJet,Chennai,Kolkata,0,3807
Jet Airways,Delhi,Cochin,2,20064
IndiGo,Delhi,Cochin,0,5406
Air India,Delhi,Cochin,2,10441
Jet Airways,Kolkata,Banglore,1,8066
Air India,Banglore,Delhi,0,6961
Vistara,Delhi,Cochin,0,5586
Air India,Delhi,Cochin,1,7384
Jet Airways,Banglore,New Delhi,1,20800
Jet Airways,Kolkata,Banglore,1,13941
Jet Airways,Banglore,Delhi,0,5198
SpiceJet,Chennai,Kolkata,0,3807
Multiple carriers,Delhi,Cochin,1,13838
Air India,Delhi,Cochin,2,11185
Jet Airways,Banglore,Delhi,0,7229
Jet Airways,Delhi,Cochin,1,10262
Air Asia,Kolkata,Banglore,0,4384
Jet Airways,Delhi,Cochin,2,12819
Jet Airways,Kolkata,Banglore,1,7757
Air India,Delhi,Cochin,1,7174
IndiGo,Delhi,Cochin,1,6674
IndiGo,Mumbai,Hyderabad,0,2227
Jet Airways,Delhi,Cochin,2,13014
IndiGo,Mumbai,Hyderabad,0,3175
IndiGo,Kolkata,Banglore,0,6565
Jet Airways,Kolkata,Banglore,1,12681
Vistara,Chennai,Kolkata,0,3687
Jet Airways,Mumbai,Hyderabad,0,3210
IndiGo,Kolkata,Banglore,0,4778
Multiple carriers,Delhi,Cochin,1,10877
Vistara,Kolkata,Banglore,1,9187
Air India,Banglore,New Delhi,1,6850
Jet Airways,Kolkata,Banglore,1,14781
Air India,Kolkata,Banglore,2,13227
Vistara,Banglore,Delhi,0,4668
Jet Airways,Kolkata,Banglore,1,14178
Jet Airways,Kolkata,Banglore,1,8066
IndiGo,Banglore,Delhi,0,3943
Multiple carriers,Delhi,Cochin,1,11200
Jet Airways,Kolkata,Banglore,1,8586
Jet Airways,Kolkata,Banglore,1,13044
Multiple carriers,Delhi,Cochin,1,8099
Jet Airways,Delhi,Cochin,1,10262
Multiple carriers,Delhi,Cochin,2,18275
Multiple carriers,Delhi,Cochin,1,8475
SpiceJet,Kolkata,Banglore,0,3873
IndiGo,Mumbai,Hyderabad,0,2227
Jet Airways,Delhi,Cochin,2,16389
Air India,Banglore,Delhi,0,5228
Air India,Banglore,New Delhi,1,5092
IndiGo,Banglore,New Delhi,0,4777
Air Asia,Banglore,New Delhi,0,3383
Vistara,Kolkata,Banglore,1,8452
IndiGo,Banglore,Delhi,0,3943
Air India,Mumbai,Hyderabad,0,3100
IndiGo,Delhi,Cochin,1,14871
Jet Airways,Banglore,Delhi,0,8016
Multiple carriers,Delhi,Cochin,1,11789
Multiple carriers,Delhi,Cochin,1,10529
Air Asia,Banglore,New Delhi,0,5615
SpiceJet,Kolkata,Banglore,1,4649
Air India,Kolkata,Banglore,2,12723
Jet Airways,Kolkata,Banglore,1,10844
Jet Airways,Delhi,Cochin,1,14714
Vistara,Delhi,Cochin,0,6216
IndiGo,Kolkata,Banglore,0,4148
IndiGo,Delhi,Cochin,1,5647
Jet Airways,Kolkata,Banglore,1,10844
IndiGo,Delhi,Cochin,1,6818
Air India,Delhi,Cochin,2,13643
Multiple carriers,Delhi,Cochin,1,6358
Jet Airways,Delhi,Cochin,1,14714
SpiceJet,Delhi,Cochin,1,6460
Jet Airways,Kolkata,Banglore,1,9663
Jet Airways,Kolkata,Banglore,1,13941
Jet Airways,Delhi,Cochin,1,5963
Jet Airways,Delhi,Cochin,2,13014
Jet Airways,Kolkata,Banglore,1,9663
IndiGo,Banglore,Delhi,0,4423
Jet Airways,Delhi,Cochin,2,21219
IndiGo,Delhi,Cochin,1,7503
IndiGo,Kolkata,Banglore,0,4804
Jet Airways,Delhi,Cochin,2,15129
Multiple carriers,Delhi,Cochin,2,6197
SpiceJet,Chennai,Kolkata,0,3597
Multiple carriers,Delhi,Cochin,1,9100
Jet Airways,Mumbai,Hyderabad,0,4050
Multiple carriers,Delhi,Cochin,1,7723
Jet Airways,Delhi,Cochin,2,15129
Jet Airways,Delhi,Cochin,1,12373
IndiGo,Banglore,Delhi,0,4591
SpiceJet,Chennai,Kolkata,0,6300
Air India,Banglore,New Delhi,0,5176
Multiple carriers,Delhi,Cochin,1,12717
Air India,Chennai,Kolkata,0,4405
SpiceJet,Delhi,Cochin,1,6749
Jet Airways,Kolkata,Banglore,1,7064
Jet Airways,Delhi,Cochin,1,16289
IndiGo,Chennai,Kolkata,0,6297
Jet Airways,Mumbai,Hyderabad,0,5678
Jet Airways,Kolkata,Banglore,1,14388
Jet Airways,Banglore,Delhi,0,7229
IndiGo,Kolkata,Banglore,1,9806
IndiGo,Delhi,Cochin,1,6195
Jet Airways,Kolkata,Banglore,1,13044
Jet Airways,Delhi,Cochin,2,13882
Jet Airways,Banglore,New Delhi,1,8147
Air India,Delhi,Cochin,2,8052
Jet Airways,Kolkata,Banglore,1,14781
Jet Airways,Kolkata,Banglore,1,14151
IndiGo,Kolkata,Banglore,1,6704
Jet Airways,Kolkata,Banglore,1,9663
IndiGo,Kolkata,Banglore,0,4462
Jet Airways,Delhi,Cochin,2,8367
Jet Airways,Delhi,Cochin,2,13376
Jet Airways,Kolkata,Banglore,1,13067
IndiGo,Kolkata,Banglore,0,5224
Multiple carriers,Delhi,Cochin,1,13542
GoAir,Banglore,Delhi,0,3419
Multiple carriers,Delhi,Cochin,2,10444
IndiGo,Kolkata,Banglore,0,4804
Jet Airways,Mumbai,Hyderabad,0,4995
SpiceJet,Delhi,Cochin,1,4957
Jet Airways,Delhi,Cochin,1,15554
Jet Airways,Kolkata,Banglore,1,9663
Jet Airways,Kolkata,Banglore,1,14151
IndiGo,Delhi,Cochin,0,5601
Multiple carriers,Delhi,Cochin,1,7787
Air India,Banglore,New Delhi,1,5092
Jet Airways,Kolkata,Banglore,1,10844
Multiple carriers,Delhi,Cochin,2,23583
Air India,Kolkata,Banglore,2,10676
SpiceJet,Kolkata,Banglore,1,10156
Air Asia,Delhi,Cochin,1,8627
Air Asia,Kolkata,Banglore,0,4409
Multiple carriers,Delhi,Cochin,1,9646
Jet Airways,Banglore,New Delhi,1,13817
Air India,Delhi,Cochin,2,13538
Air India,Kolkata,Banglore,2,9416
Jet Airways,Banglore,Delhi,0,7229
Air India,Kolkata,Banglore,1,10203
IndiGo,Delhi,Cochin,1,6778
IndiGo,Mumbai,Hyderabad,0,2754
Air India,Kolkata,Banglore,2,10991
Vistara,Banglore,Delhi,0,4668
SpiceJet,Delhi,Cochin,1,5726
Air India,Kolkata,Banglore,2,14960
Air India,Delhi,Cochin,1,7480
Air Asia,Kolkata,Banglore,0,4107
Jet Airways,Kolkata,Banglore,1,11467
IndiGo,Delhi,Cochin,1,5796
Jet Airways,Delhi,Cochin,1,10262
Air India,Delhi,Cochin,3,11543
IndiGo,Delhi,Cochin,1,5298
Air Asia,Delhi,Cochin,1,6451
Air India,Kolkata,Banglore,0,6245
Jet Airways,Mumbai,Hyderabad,0,2071
IndiGo,Kolkata,Banglore,0,4804
Multiple carriers,Delhi,Cochin,1,7005
Jet Airways,Banglore,New Delhi,1,12284
Air India,Kolkata,Banglore,1,10203
IndiGo,Delhi,Cochin,1,6938
Multiple carriers,Delhi,Cochin,1,13377
Multiple carriers,Delhi,Cochin,1,9779
Air India,Chennai,Kolkata,0,4667
Jet Airways,Banglore,Delhi,0,4544
Jet Airways,Delhi,Cochin,1,16079
Jet Airways,Kolkata,Banglore,1,7064
Jet Airways,Delhi,Cochin,1,15554
SpiceJet,Chennai,Kolkata,0,3543
Air India,Banglore,Delhi,0,6121
IndiGo,Delhi,Cochin,1,8075
Multiple carriers,Delhi,Cochin,1,13377
Jet Airways,Kolkata,Banglore,1,14571
SpiceJet,Banglore,Delhi,0,3919
Jet Airways,Kolkata,Banglore,1,14231
IndiGo,Mumbai,Hyderabad,0,2754
Air India,Delhi,Cochin,1,8067
Vistara,Kolkata,Banglore,1,8452
Jet Airways,Banglore,New Delhi,1,15025
Jet Airways,Banglore,New Delhi,1,26890
Jet Airways,Delhi,Cochin,1,15103
Jet Airways,Kolkata,Banglore,1,8586
Jet Airways,Kolkata,Banglore,1,10844
Jet Airways,Delhi,Cochin,1,12898
Jet Airways,Kolkata,Banglore,1,8586
Multiple carriers,Delhi,Cochin,1,11622
Air India,Delhi,Cochin,2,13538
Jet Airways,Delhi,Cochin,2,13014
Jet Airways,Kolkata,Banglore,1,13941
Jet Airways,Kolkata,Banglore,1,14151
Multiple carriers,Delhi,Cochin,1,13542
IndiGo,Delhi,Cochin,1,6558
Air Asia,Kolkata,Banglore,1,5192
Vistara,Banglore,Delhi,0,4878
Jet Airways,Delhi,Cochin,1,12898
Air India,Delhi,Cochin,1,7384
GoAir,Banglore,Delhi,0,3898
Air Asia,Banglore,Delhi,0,3383
IndiGo,Delhi,Cochin,1,6093
Multiple carriers,Delhi,Cochin,1,12192
Multiple carriers,Delhi,Cochin,1,6795
Jet Airways,Banglore,New Delhi,1,11455
IndiGo,Chennai,Kolkata,0,3540
Multiple carriers,Delhi,Cochin,1,15898
Multiple carriers,Delhi,Cochin,1,9718
GoAir,Kolkata,Banglore,1,7831
IndiGo,Delhi,Cochin,1,6416
Vistara,Chennai,Kolkata,0,3739
Vistara,Kolkata,Banglore,1,8085
IndiGo,Banglore,Delhi,0,4823
Jet Airways,Delhi,Cochin,2,13376
Vistara,Kolkata,Banglore,1,8452
Jet Airways,Kolkata,Banglore,1,10844
